FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
002039,Méthode de mesure de la température du thermomètre mouillé,7,Valeur manquante,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,0,Mouvement du navire éliminé par l'établissement de la moyenne Vitesse du navire éliminée par un système de localisation du fond de l'océan,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,1,Mouvement du navire éliminé par compensation Vitesse du navire éliminée par un système de localisation du fond de l'océan,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,2,Mouvement du navire non éliminé,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,3,Mouvement du navire éliminé par l'établissement de la moyenne Vitesse du navire éliminée par d'autres systèmes de navigation,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,4,Mouvement du navire éliminé par compensation Vitesse du navire éliminée par d'autres systèmes de navigation,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,5,Mouvement du navire non éliminé,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,6,Méthode Doppler d'établissement du profil du courant non utilisée,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,7-14,En réserve,,,,,Operational
002040,Méthode d'élimination des effets de la vitesse et du mouvement de la plate-forme dans les mesures de courant,15,Valeur manquante,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,0,Informations fondées sur l'analyse manuelle,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,1,Informations fondées sur l'analyse informatique,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,2,Informations fondées sur l'assimilation des données,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,3,"Informations fondées sur l'analyse informatique ou l'assimilation des données, modifiées manuellement",,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,4-9,En réserve,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,10,Informations fondées sur la prévision numérique du temps,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,11-62,En réserve pour un usage futur,,,,,Operational
002041,Méthode d'estimation utilisée pour les comptes rendus relatifs aux caractéristiques synoptiques,63,Valeur manquante,,,,,Operational
002042,Indicateur de l'unité de vitesse du courant marin de surface,0,Valeur transmise à l'origine en m/s,,,,,Operational
002042,Indicateur de l'unité de vitesse du courant marin de surface,1,Valeur transmise à l'origine en nœuds,,,,,Operational
002042,Indicateur de l'unité de vitesse du courant marin de surface,2,Aucune donnée disponible sur le courant,,,,,Operational
002042,Indicateur de l'unité de vitesse du courant marin de surface,3,Valeur manquante,,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,0,En réserve pour utilisation future,,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,1,Longuet-Higgins (1964),,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,2,Longuet-Higgins (méthode F3),,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,3,Méthode de probabilité maximale,,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,4,Méthode d'entropie maximale,,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,5-14,En réserve,,,,,Operational
002044,Indicateur destiné à préciser la méthode de calcul des données spectrales concernant les vagues,15,Valeur manquante,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,0,Station maritime,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,1,Bouée d'acquisition automatique de données,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,2,Aéronef,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,3,Satellite,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,4-14,En réserve,,,,,Operational
002045,Indicateur destiné à préciser le type de plate-forme,15,Valeur manquante,,,,,Operational
002046,Instruments de mesure des vagues,0,En réserve pour utilisation future,,,,,Operational
002046,Instruments de mesure des vagues,1,Capteur de houle,,,,,Operational
002046,Instruments de mesure des vagues,2,Capteur de pente,,,,,Operational
002046,Instruments de mesure des vagues,3-14,En réserve,,,,,Operational
002046,Instruments de mesure des vagues,15,Valeur manquante,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,0,En réserve,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,1,DART II (PMEL),,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,2,DART ETD,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,3,Bouée de détection de tsunamis SAIC (STB),,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,4,GFZ-Potsdam,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,5,INCOIS (Inde),,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,6,InaBuoy (Indonésie),,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,7,Envirtech,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,8-99,En réserve,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,100-126,Inutilisé,,,,,Operational
002047,Type du tsunamimètre installé à grande profondeur,127,Valeur manquante,,,,,Operational
002048,Indicateur de détecteur de satellite,0,HIRS,,,,,Operational
002048,Indicateur de détecteur de satellite,1,MSU,,,,,Operational
002048,Indicateur de détecteur de satellite,2,SSU,,,,,Operational
002048,Indicateur de détecteur de satellite,3,AMSU-A,,,,,Operational
002048,Indicateur de détecteur de satellite,4,AMSU-B,,,,,Operational
002048,Indicateur de détecteur de satellite,5,AVHRR,,,,,Operational
002048,Indicateur de détecteur de satellite,6,SSMI,,,,,Operational
002048,Indicateur de détecteur de satellite,7,NSCAT,,,,,Operational
002048,Indicateur de détecteur de satellite,8,SEAWINDS,,,,,Operational
002048,Indicateur de détecteur de satellite,9,Altimètre de POSEIDON,,,,,Operational
002048,Indicateur de détecteur de satellite,10,Radiomètre en hyperfréquences de JASON,,,,,Operational
002048,Indicateur de détecteur de satellite,11,MHS,,,,,Operational
002048,Indicateur de détecteur de satellite,12,ASCAT,,,,,Operational
002048,Indicateur de détecteur de satellite,13-14,En réserve,,,,,Operational
002048,Indicateur de détecteur de satellite,15,Valeur manquante,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,1,Technique de traitement non définie,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,2,Extraction physique simultanée,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,3,Sondage par atmosphère claire,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,4,Sondage par atmosphère nuageuse,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,5-7,En réserve pour utilisation future,,,,,Operational
002049,Technique utilisée pour le traitement des données de satellite géostationnaire,8 bits mis à 1,Valeur manquante,,,,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,1,nan,1,"14,71",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,2,nan,2,"14,37",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,3,nan,3,"14,06",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,4,nan,4,"13,64",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,5,nan,5,"13,37",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,6,nan,6,"12,66",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,7,nan,7,"12,02",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,8,nan,8,"11,03",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,9,nan,9,"9,71",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,10,nan,10,"7,43",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,11,nan,11,"7,02",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,12,nan,12,"6,51",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,13,nan,13,"4,57",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,14,nan,14,"4,52",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,15,nan,15,"4,45",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,16,nan,16,"4,13",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,17,nan,17,"3,98",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,18,nan,18,"3,74",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,19,nan,19,"0,969",,,Operational
002050,Canaux utilisés par le sondeur du satellite géostationnaire,20 bits mis à 1,Valeur manquante,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,0,En réserve,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,1,Thermomètres à maximum et à minimum,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,2,Instruments automatiques,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,3,Thermographe,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,4-14,En réserve,,,,,Operational
002051,Indicateur servant à préciser la méthode d'observation des températures extrêmes,15,Valeur manquante,,,,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,1,nan,1,"0,55-0,75",,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,2,nan,2,"3,9",,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,3,nan,3,"6,7",,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,4,nan,4,"10,7",,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,5,nan,5,"12,0",,,Operational
002052,Canaux utilisés par l'imageur du satellite géostationnaire,6 bits mis à 1,Valeur manquante,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,0,Température de luminance observée,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,1,Température de luminance avec application d'une correction de distorsion,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,2,Température de luminance calculée à partir d'une première approximation,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,3,Température de luminance calculée à partir de sondages,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,4-14,En réserve,,,,,Operational
002053,Caractéristiques de la température de luminance observée par satellite GOES-I/M,15,Valeur manquante,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,0,Paramètre tiré des températures de luminance observées par sondeur,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,1,Paramètre tiré des températures de luminance observées par imageur,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,2,Paramètre tiré des renseignements fournis par première approximation,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,3,Paramètre tiré des renseignements d'analyse d'un CMN,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,4,Paramètre tiré de renseignements fournis par radiosonde,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,5-14,En réserve,,,,,Operational
002054,Caractéristiques des paramètres de sondages effectués par satellite GOES-I/M,15,Valeur manquante,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,0,Statistiques établies par comparaison des données d'extraction avec les données de radiosondage,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,1,Statistiques établies par comparaison des données d'extraction avec les données de première approximation,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,2,Statistiques établies par comparaison des données de radiosondage avec les données de première approximation,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,3,Statistiques établies par comparaison des données observées avec les données d'extraction,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,4,Statistiques établies par comparaison des données observées avec les données de première approximation,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,5,Statistiques établies par comparaison des données de radiosondage avec les données d'imageur,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,6,Statistiques établies par comparaison des données de radiosondage avec les données de sondeur,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,7,Statistiques établies pour radiosondage,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,8,Statistiques établies pour première approximation,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,9-14,En réserve,,,,,Operational
002055,Paramètres statistiques des sondages par satellite géostationnaire,15,Valeur manquante,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,0,Sommes des différences,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,1,Sommes des différences au carré,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,2,Taille de l'échantillon,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,3,Différence minimale,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,4,Différence maximale,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,5-14,En réserve,,,,,Operational
002056,Statistiques sur l'exactitude des sondages par satellite géostationnaire,15,Valeur manquante,,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,0,Modèle à grilles emboîtées (NGM),,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,1,Modèle d'aviation (AVN),,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,2,Modèle de prévision à moyenne échéance,,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,3,Modèle de prévision du Système mondial d'assimilation des données (GDAS),,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,4,Sondages préalables (dans les trois heures qui précèdent),,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,5,Climatologie,,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,6-14,En réserve,,,,,Operational
002057,Origine des renseignements de première approximation pour sondages par satellite géostationnaire GOES-I/M,15,Valeur manquante,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,0,12 heures et 18 heures,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,1,18 heures et 24 heures,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,2,6 heures et 12 heures,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,3,Plus de 24 heures,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,4-14,En réserve,,,,,Operational
002058,Périodes de validité des renseignements de première approximation pour sondages par satellite GOES-I/M,15,Valeur manquante,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,0,Analyses du modèle à grilles emboîtées (NGM) NCEP,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,1,Analyses du modèle d'aviation (AVN) NCEP,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,2,Analyses du modèle de prévision à moyenne échéance NCEP,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,3,Analyses du modèle de prévision du Système mondial d'assimilation des données (GDAS) NCEP,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,4-14,En réserve,,,,,Operational
002059,Origine des renseignements d'analyse pour sondages par satellite GOES-I/M,15,Valeur manquante,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,0,Messages de surface en heure présente,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,1,Messages de navire en heure présente,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,2,Messages de bouée en heure présente,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,3,Messages de surface datant d'une heure,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,4,Messages de navire datant d'une heure,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,5,Messages de bouée datant d'une heure,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,6-14,En réserve,,,,,Operational
002060,Origine des renseignements de surface pour sondages par satellite GOES-I/M,15,Valeur manquante,,,,,Operational
002061,Système de navigation pour l'aéronautique,0,Système de navigation par inertie,,,,,Operational
002061,Système de navigation pour l'aéronautique,1,OMEGA,,,,,Operational
002061,Système de navigation pour l'aéronautique,2-6,En réserve,,,,,Operational
002061,Système de navigation pour l'aéronautique,7,Valeur manquante,,,,,Operational
002062,Type de système de retransmission des données d'aéronef,0,ASDAR,,,,,Operational
002062,Type de système de retransmission des données d'aéronef,1,ASDAR (système ACARS aussi disponible mais pas opérationnel),,,,,Operational
002062,Type de système de retransmission des données d'aéronef,2,ASDAR (système ACARS aussi disponible et opérationnel),,,,,Operational
002062,Type de système de retransmission des données d'aéronef,3,ACARS,,,,,Operational
002062,Type de système de retransmission des données d'aéronef,4,ACARS (système ASDAR aussi disponible mais pas opérationnel),,,,,Operational
002062,Type de système de retransmission des données d'aéronef,5,ACARS (système ASDAR aussi disponible et opérationnel),,,,,Operational
002062,Type de système de retransmission des données d'aéronef,6-14,En réserve,,,,,Operational
002062,Type de système de retransmission des données d'aéronef,15,Valeur manquante,,,,,Operational
002064,Qualité de l'angle de roulis de l'aéronef,0,Bonne,,,,,Operational
002064,Qualité de l'angle de roulis de l'aéronef,1,Mauvaise,,,,,Operational
002064,Qualité de l'angle de roulis de l'aéronef,2,En réserve,,,,,Operational
002064,Qualité de l'angle de roulis de l'aéronef,3,Valeur manquante,,,,,Operational
002066,Système de réception au sol des données de radiosondage,0,InterMet IMS 2000,,,,,Operational
002066,Système de réception au sol des données de radiosondage,1,InterMet IMS 1500C,,,,,Operational
002066,Système de réception au sol des données de radiosondage,2,"GTC1, Shanghai",,,,,Operational
002066,Système de réception au sol des données de radiosondage,3,"GTC2, Nanjing",,,,,Operational
002066,Système de réception au sol des données de radiosondage,4,"GFE(L)1, Nanjing",,,,,Operational
002066,Système de réception au sol des données de radiosondage,5,Radar MARL-A,,,,,Operational
002066,Système de réception au sol des données de radiosondage,6,Radar VEKTOR-M,,,,,Operational
002066,Système de réception au sol des données de radiosondage,7-61,En réserve,,,,,Operational
002066,Système de réception au sol des données de radiosondage,62,Autre,,,,,Operational
002066,Système de réception au sol des données de radiosondage,63,Valeur manquante,,,,,Operational
002070,Spécification originale de la latitude/longitude,0,Position réelle en secondes,,,,,Operational
002070,Spécification originale de la latitude/longitude,1,Position réelle en minutes,,,,,Operational
002070,Spécification originale de la latitude/longitude,2,Position réelle en degrés,,,,,Operational
002070,Spécification originale de la latitude/longitude,3,Position réelle en dixièmes de degré,,,,,Operational
002070,Spécification originale de la latitude/longitude,4,Position réelle en centièmes de degré,,,,,Operational
002070,Spécification originale de la latitude/longitude,5,"Position par rapport à un point de contrôle, en secondes",,,,,Operational
002070,Spécification originale de la latitude/longitude,6,"Position par rapport à un point de contrôle, en minutes",,,,,Operational
002070,Spécification originale de la latitude/longitude,7,"Position par rapport à un point de contrôle, en degrés",,,,,Operational
002070,Spécification originale de la latitude/longitude,8,"Position par rapport à un point de contrôle, en dixièmes de degré",,,,,Operational
002070,Spécification originale de la latitude/longitude,9,"Position par rapport à un point de contrôle, en centièmes de degré",,,,,Operational
002070,Spécification originale de la latitude/longitude,10,Position réelle en dixièmes de minute,,,,,Operational
002070,Spécification originale de la latitude/longitude,11,"Position par rapport à un point de contrôle, en dixièmes de minute",,,,,Operational
002070,Spécification originale de la latitude/longitude,12-14,En réserve,,,,,Operational
002070,Spécification originale de la latitude/longitude,15,Valeur manquante,,,,,Operational
002080,Fabricant du ballon,0,Kaysam,,,,,Operational
002080,Fabricant du ballon,1,Totex,,,,,Operational
002080,Fabricant du ballon,2,KKS,,,,,Operational
002080,Fabricant du ballon,3,Guangzhou Shuangyi (Chine),,,,,Operational
002080,Fabricant du ballon,4,ChemChina Zhuzhou (Chine),,,,,Operational
002080,Fabricant du ballon,5-61,En réserve,,,,,Operational
002080,Fabricant du ballon,62,Autre,,,,,Operational
002080,Fabricant du ballon,63,Valeur manquante,,,,,Operational
002081,Type de ballon,0,GP26,,,,,Operational
002081,Type de ballon,1,GP28,,,,,Operational
002081,Type de ballon,2,GP30,,,,,Operational
002081,Type de ballon,3,HM26,,,,,Operational
002081,Type de ballon,4,HM28,,,,,Operational
002081,Type de ballon,5,HM30,,,,,Operational
002081,Type de ballon,6,SV16,,,,,Operational
002081,Type de ballon,7,Totex TA,,,,,Operational
002081,Type de ballon,8,Totex TX,,,,,Operational
002081,Type de ballon,9-29,En réserve,,,,,Operational
002081,Type de ballon,30,Autre,,,,,Operational
002081,Type de ballon,31,Valeur manquante,,,,,Operational
002083,Type d'abri de gonflement,0,Haut de plafond,,,,,Operational
002083,Type d'abri de gonflement,1,Bas de plafond,,,,,Operational
002083,Type d'abri de gonflement,2,BILS (balloon-inflated launch system),,,,,Operational
002083,Type d'abri de gonflement,3,BILS sur toit,,,,,Operational
002083,Type d'abri de gonflement,4,Système de sondage automatique,,,,,Operational
002083,Type d'abri de gonflement,5-13,En réserve,,,,,Operational
002083,Type d'abri de gonflement,14,Autre,,,,,Operational
002083,Type d'abri de gonflement,15,Valeur manquante,,,,,Operational
002084,Type de gaz insufflé,0,Hydrogène,,,,,Operational
002084,Type de gaz insufflé,1,Hélium,,,,,Operational
002084,Type de gaz insufflé,2,Gaz naturel,,,,,Operational
002084,Type de gaz insufflé,3-13,En réserve,,,,,Operational
002084,Type de gaz insufflé,14,Autre,,,,,Operational
002084,Type de gaz insufflé,15,Valeur manquante,,,,,Operational
002092,Méthode de calcul du profil de l'ozone,0,Extraction à partir du canal UV,,,,,Operational
002092,Méthode de calcul du profil de l'ozone,1,Extraction à partir du canal visible,,,,,Operational
002092,Méthode de calcul du profil de l'ozone,2,Extraction combinée à partir du canal visible et du canal UV,,,,,Operational
002092,Méthode de calcul du profil de l'ozone,3-6,En réserve,,,,,Operational
002092,Méthode de calcul du profil de l'ozone,7,Valeur manquante,,,,,Operational
002095,Type de capteur de pression,0,Capacitif anéroïde,,,,,Operational
002095,Type de capteur de pression,1,Pression dérivée du GPS,,,,,Operational
002095,Type de capteur de pression,2,Extensomètre,,,,,Operational
002095,Type de capteur de pression,3,Condensateur en silicium,,,,,Operational
002095,Type de capteur de pression,4,Dérivé(e) de l'altitude radar,,,,,Operational
002095,Type de capteur de pression,5-29,En réserve,,,,,Operational
002095,Type de capteur de pression,30,Autre,,,,,Operational
002095,Type de capteur de pression,31,Valeur manquante,,,,,Operational
002096,Type de capteur de température,0,Thermistance-tige,,,,,Operational
002096,Type de capteur de température,1,Thermistance sphérique,,,,,Operational
002096,Type de capteur de température,2,Bille capacitive,,,,,Operational
002096,Type de capteur de température,3,Fil capacitif,,,,,Operational
002096,Type de capteur de température,4,Capteur résistif,,,,,Operational
002096,Type de capteur de température,5,Thermistance pavé,,,,,Operational
002096,Type de capteur de température,6,Thermomètre à mercure,,,,,Operational
002096,Type de capteur de température,7,Thermomètre à alcool/glycol,,,,,Operational
002096,Type de capteur de température,8-30,En réserve pour un usage futur,,,,,Operational
002096,Type de capteur de température,31,Valeur manquante,,,,,Operational
002097,Type de capteur de l'humidité,0,Hygristor carbone VIZ Mark II,,,,,Operational
002097,Type de capteur de l'humidité,1,Hygristor VIZ B2,,,,,Operational
002097,Type de capteur de l'humidité,2,A-Humicap Vaisala,,,,,Operational
002097,Type de capteur de l'humidité,3,H-Humicap Vaisala,,,,,Operational
002097,Type de capteur de l'humidité,4,Capteur capacitif,,,,,Operational
002097,Type de capteur de l'humidité,5,Vaisala RS90,,,,,Operational
002097,Type de capteur de l'humidité,6,Hygristor carbone Sippican Mark IIA,,,,,Operational
002097,Type de capteur de l'humidité,7,Deux capteurs capacitifs Humicap chauffés alternativement,,,,,Operational
002097,Type de capteur de l'humidité,8,Capteur capacitif Humicap avec dégivrage actif,,,,,Operational
002097,Type de capteur de l'humidité,9,Hygristor au carbone,,,,,Operational
002097,Type de capteur de l'humidité,10,Psychromètre,,,,,Operational
002097,Type de capteur de l'humidité,11,Capteur capacitif (polymère),,,,,Operational
002097,Type de capteur de l'humidité,12,"Capteur capacitif (céramique, dont oxyde métallique)",,,,,Operational
002097,Type de capteur de l'humidité,13,Capteur résistif (générique),,,,,Operational
002097,Type de capteur de l'humidité,14,Capteur résistif (polymère salin),,,,,Operational
002097,Type de capteur de l'humidité,15,Capteur résistif (polymère conducteur),,,,,Operational
002097,Type de capteur de l'humidité,16,Capteur à conductivité thermique,,,,,Operational
002097,Type de capteur de l'humidité,17,Capteur gravimétrique,,,,,Operational
002097,Type de capteur de l'humidité,18,Capteur à ressort métallique,,,,,Operational
002097,Type de capteur de l'humidité,19,Hygromètre à cheveu ordinaire,,,,,Operational
002097,Type de capteur de l'humidité,20,Hygromètre à cheveu laminé (torsion),,,,,Operational
002097,Type de capteur de l'humidité,21,Hygromètre à peau de batteur d'or,,,,,Operational
002097,Type de capteur de l'humidité,22,Hygromètre à miroir refroidi,,,,,Operational
002097,Type de capteur de l'humidité,23,Cellule à point de rosée,,,,,Operational
002097,Type de capteur de l'humidité,24,Capteur d'absorption optique,,,,,Operational
002097,Type de capteur de l'humidité,25-30,En réserve pour un usage futur,,,,,Operational
002097,Type de capteur de l'humidité,31,Valeur manquante,,,,,Operational
002099,Polarisation,0,Polarisation HH,,,,,Operational
002099,Polarisation,1,Polarisation VV,,,,,Operational
002099,Polarisation,2,Composante réelle de polarisation HV,,,,,Operational
002099,Polarisation,3,Composante imaginaire de polarisation HV,,,,,Operational
002099,Polarisation,4-6,En réserve,,,,,Operational
002099,Polarisation,7,Valeur manquante,,,,,Operational
002101,Type d'antenne,0,Paraboloïde à alimentation frontale centré,,,,,Operational
002101,Type d'antenne,1,Paraboloïde à alimentation frontale excentré,,,,,Operational
002101,Type d'antenne,2,Paraboloïde Cassegrain centré,,,,,Operational
002101,Type d'antenne,3,Paraboloïde Cassegrain excentré,,,,,Operational
002101,Type d'antenne,4,Réseau d'éléments plan,,,,,Operational
002101,Type d'antenne,5,Réseau coaxial-collinéaire,,,,,Operational
002101,Type d'antenne,6,Réseau d'éléments Yagi,,,,,Operational
002101,Type d'antenne,7,Microligne à ruban,,,,,Operational
002101,Type d'antenne,8-13,En réserve,,,,,Operational
002101,Type d'antenne,14,Autre,,,,,Operational
002101,Type d'antenne,15,Valeur manquante,,,,,Operational
002103,Radôme,1,L'antenne radar est protégée par un radôme,,,,,Operational
002103,Radôme,2 bits mis à 1,Valeur manquante,,,,,Operational
002104,Polarisation de l'antenne,0,Polarisation horizontale,,,,,Operational
002104,Polarisation de l'antenne,1,Polarisation verticale,,,,,Operational
