FXY,ElementName_fr,CodeFigure,EntryName_fr,EntryName_sub1_fr,EntryName_sub2_fr,Note_fr,noteIDs,Status
002163,Méthode de détermination de l'altitude,6,Gradient maximum dans les pixels à plus haute résolution,,,,,Operational
002163,Méthode de détermination de l'altitude,7,Détermination primaire de l'altitude,,,,,Operational
002163,Méthode de détermination de l'altitude,8,Détermination de l'épaisseur de la couche,,,,,Operational
002163,Méthode de détermination de l'altitude,9,Fonction de contribution cumulative – 10 pour cent de l'altitude,,,,,Operational
002163,Méthode de détermination de l'altitude,10,Fonction de contribution cumulative – 50 pour cent de l'altitude,,,,,Operational
002163,Méthode de détermination de l'altitude,11,Fonction de contribution cumulative – 90 pour cent de l'altitude,,,,,Operational
002163,Méthode de détermination de l'altitude,12,Fonction de contribution cumulative – altitude du gradient maximal,,,,,Operational
002163,Méthode de détermination de l'altitude,13,Méthode du quotient un canal infrarouge sur deux canaux vapeur d'eau,,,,,Operational
002163,Méthode de détermination de l'altitude,14,Détermination de l'altitude à partir de plusieurs éléments,,,,,Operational
002163,Méthode de détermination de l'altitude,15,Valeur manquante,,,,,Operational
002164,Méthode de corrélation des traceurs,0,LP - Norme basée sur un minimum au sens des moindres carrés,,,,,Operational
002164,Méthode de corrélation des traceurs,1,EN - Norme euclidienne avec corrélation des luminances énergétiques,,,,,Operational
002164,Méthode de corrélation des traceurs,2,CC - Corrélation croisée,,,,,Operational
002164,Méthode de corrélation des traceurs,3,Stéréocorrespondance,,,,,Operational
002164,Méthode de corrélation des traceurs,4-6,En réserve,,,,,Operational
002164,Méthode de corrélation des traceurs,7,Valeur manquante,,,,,Operational
002165,Indicateur de type de luminance énergétique,1,Voie dégagée,,,,,Operational
002165,Indicateur de type de luminance énergétique,2,Voie partiellement nuageuse,,,,,Operational
002165,Indicateur de type de luminance énergétique,3,Voie nuageuse,,,,,Operational
002165,Indicateur de type de luminance énergétique,4,Signal apodisé,,,,,Operational
002165,Indicateur de type de luminance énergétique,5,Signal non apodisé,,,,,Operational
002165,Indicateur de type de luminance énergétique,6,Signal reconstruit,,,,,Operational
002165,Indicateur de type de luminance énergétique,7,Signal débarrassé de l'influence des nuages,,,,,Operational
002165,Indicateur de type de luminance énergétique,8-14,En réserve,,,,,Operational
002165,Indicateur de type de luminance énergétique,15 bits mis à 1,Valeur manquante,,,,,Operational
002166,Type de luminance énergétique,0,Type non défini,,,,,Operational
002166,Type de luminance énergétique,1,Régression statistique automatique,,,,,Operational
002166,Type de luminance énergétique,2,Mesure ciel clair,,,,,Operational
002166,Type de luminance énergétique,3,Mesure ciel partiellement couvert,,,,,Operational
002166,Type de luminance énergétique,4,Mesure ciel couvert,,,,,Operational
002166,Type de luminance énergétique,5-14,En réserve,,,,,Operational
002166,Type de luminance énergétique,15,Valeur manquante,,,,,Operational
002167,Méthode de calcul de la luminance énergétique,0,Méthode non définie,,,,,Operational
002167,Méthode de calcul de la luminance énergétique,1,Luminance énergétique – données brutes de niveau 1b,,,,,Operational
002167,Méthode de calcul de la luminance énergétique,2,Luminance énergétique - données traitées,,,,,Operational
002167,Méthode de calcul de la luminance énergétique,3-14,En réserve,,,,,Operational
002167,Méthode de calcul de la luminance énergétique,15,Valeur manquante,,,,,Operational
002169,Type d'anémomètre,0,Anémomètre à coupelles,,,,,Operational
002169,Type d'anémomètre,1,Anémomètre à hélice,,,,,Operational
002169,Type d'anémomètre,2,Vent déduit du bruit ambiant (WOTAN),,,,,Operational
002169,Type d'anémomètre,3,Anémomètre sonique,,,,,Operational
002169,Type d'anémomètre,4-14,En réserve,,,,,Operational
002169,Type d'anémomètre,15,Valeur manquante,,,,,Operational
002170,Capteur d'humidité de l'aéronef,0,"WVSS-II, Version 1, SpectraSensors",,,,,Operational
002170,Capteur d'humidité de l'aéronef,1,"WVSS-II, Version 2, SpectraSensors",,,,,Operational
002170,Capteur d'humidité de l'aéronef,2,"WVSS-II, Version 3, SpectraSensors",,,,,Operational
002170,Capteur d'humidité de l'aéronef,3-61,En réserve,,,,,Operational
002170,Capteur d'humidité de l'aéronef,62,Autre,,,,,Operational
002170,Capteur d'humidité de l'aéronef,63,Valeur manquante,,,,,Operational
002172,Type de produit pour les données extraites concernant les gaz atmosphériques,0,En réserve,,,,,Operational
002172,Type de produit pour les données extraites concernant les gaz atmosphériques,1,Donnée extraite d'un sondage au nadir,,,,,Operational
002172,Type de produit pour les données extraites concernant les gaz atmosphériques,2,Donnée extraite d'un sondage au limbe,,,,,Operational
002172,Type de produit pour les données extraites concernant les gaz atmosphériques,3-254,En réserve,,,,,Operational
002172,Type de produit pour les données extraites concernant les gaz atmosphériques,255,Valeur manquante,,,,,Operational
002175,Méthode de mesure des précipitations,0,Mesure manuelle,,,,,Operational
002175,Méthode de mesure des précipitations,1,Instrument à augets basculeurs,,,,,Operational
002175,Méthode de mesure des précipitations,2,Instrument à pesée,,,,,Operational
002175,Méthode de mesure des précipitations,3,Instrument optique,,,,,Operational
002175,Méthode de mesure des précipitations,4,Instrument à capteur de pression,,,,,Operational
002175,Méthode de mesure des précipitations,5,Instrument à flotteur,,,,,Operational
002175,Méthode de mesure des précipitations,6,Instrument compte-gouttes,,,,,Operational
002175,Méthode de mesure des précipitations,7-13,En réserve,,,,,Operational
002175,Méthode de mesure des précipitations,14,Autre,,,,,Operational
002175,Méthode de mesure des précipitations,15,Valeur manquante,,,,,Operational
002176,Méthode de mesure de l'état du sol,0,Observation manuelle,,,,,Operational
002176,Méthode de mesure de l'état du sol,1,Caméra vidéo,,,,,Operational
002176,Méthode de mesure de l'état du sol,2,Infrarouge,,,,,Operational
002176,Méthode de mesure de l'état du sol,3,Laser,,,,,Operational
002176,Méthode de mesure de l'état du sol,4-13,En réserve,,,,,Operational
002176,Méthode de mesure de l'état du sol,14,Autre,,,,,Operational
002176,Méthode de mesure de l'état du sol,15,Valeur manquante,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,0,Observation manuelle,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,1,Ultrasons,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,2,Caméra vidéo,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,3,Laser,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,4-13,En réserve,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,14,Autre,,,,,Operational
002177,Méthode de mesure de l'épaisseur de neige,15,Valeur manquante,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,0,Observation manuelle,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,1,Mesure optique,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,2,Mesure capacitive,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,3-13,En réserve,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,14,Autre,,,,,Operational
002178,Méthode de mesure de la teneur en eau à l'état liquide des précipitations,15,Valeur manquante,,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,0,Observation manuelle,,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,1,Algorithme VAISALA,,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,2,Algorithme ASOS (FAA),,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,3,Algorithme AWOS (Canada),,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,4-13,En réserve,,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,14,Autre,,,,,Operational
002179,Type d'algorithme utilisé pour l'état du ciel,15,Valeur manquante,,,,,Operational
002180,Système principal de détection du temps présent,0,Observation manuelle,,,,,Operational
002180,Système principal de détection du temps présent,1,Système de mesure de la diffusion optique en combinaison avec un système de détection de l'apparition des précipitations,,,,,Operational
002180,Système principal de détection du temps présent,2,Système de mesure de la diffusion vers l'avant et/ou de la rétrodiffusion d'un faisceau lumineux visible,,,,,Operational
002180,Système principal de détection du temps présent,3,Système de mesure de la diffusion vers l'avant et/ou de la rétrodiffusion d'un faisceau lumineux infrarouge,,,,,Operational
002180,Système principal de détection du temps présent,4,Système à diode électroluminescente dans l'infrarouge (IRED),,,,,Operational
002180,Système principal de détection du temps présent,5,Système à radar Doppler,,,,,Operational
002180,Système principal de détection du temps présent,6-13,En réserve,,,,,Operational
002180,Système principal de détection du temps présent,14,Autre,,,,,Operational
002180,Système principal de détection du temps présent,15,Valeur manquante,,,,,Operational
002181,Capteur supplémentaire du temps présent,1,Détecteur de pluie,,,,,Operational
002181,Capteur supplémentaire du temps présent,2,Capteur de pluie se congelant,,,,,Operational
002181,Capteur supplémentaire du temps présent,3,Détecteur de glace,,,,,Operational
002181,Capteur supplémentaire du temps présent,4,Capteur de grêle et granules de glace,,,,,Operational
002181,Capteur supplémentaire du temps présent,5-19,En réserve,,,,,Operational
002181,Capteur supplémentaire du temps présent,20,Autre,,,,,Operational
002181,Capteur supplémentaire du temps présent,21 bits mis à 1,Valeur manquante,,,,,Operational
002182,Système de mesure de la visibilité,0,Mesure manuelle,,,,,Operational
002182,Système de mesure de la visibilité,1,Système à transmissiomètre (base > 25 m),,,,,Operational
002182,Système de mesure de la visibilité,2,Système à transmissiomètre (base < 25 m),,,,,Operational
002182,Système de mesure de la visibilité,3,Système de mesure de la diffusion vers l'avant,,,,,Operational
002182,Système de mesure de la visibilité,4,Système de mesure de la rétrodiffusion,,,,,Operational
002182,Système de mesure de la visibilité,5-13,En réserve,,,,,Operational
002182,Système de mesure de la visibilité,14,Autre,,,,,Operational
002182,Système de mesure de la visibilité,15,Valeur manquante,,,,,Operational
002183,Système de détection des nuages,0,Observation manuelle,,,,,Operational
002183,Système de détection des nuages,1,Système à célomètre,,,,,Operational
002183,Système de détection des nuages,2,Système à caméra infrarouge,,,,,Operational
002183,Système de détection des nuages,3,Système à caméra dans le visible et en hyperfréquences,,,,,Operational
002183,Système de détection des nuages,4,Système à imageur du ciel,,,,,Operational
002183,Système de détection des nuages,5,Système à chrono-caméra vidéo,,,,,Operational
002183,Système de détection des nuages,6,Système à lidar à micro-impulsions,,,,,Operational
002183,Système de détection des nuages,7-13,En réserve,,,,,Operational
002183,Système de détection des nuages,14,Autre,,,,,Operational
002183,Système de détection des nuages,15,Valeur manquante,,,,,Operational
002184,Type de capteur de détection de la foudre,0,Observation manuelle,,,,,Operational
002184,Type de capteur de détection de la foudre,1,Capteur imageur d'éclairs,,,,,Operational
002184,Type de capteur de détection de la foudre,2,Détecteur d'orages électriques,,,,,Operational
002184,Type de capteur de détection de la foudre,3,Capteur magnétique,,,,,Operational
002184,Type de capteur de détection de la foudre,4,Capteur du type d'éclairs,,,,,Operational
002184,Type de capteur de détection de la foudre,5,Compteur d'éclairs,,,,,Operational
002184,Type de capteur de détection de la foudre,6,Capteur à corrélation de formes d'onde ATDnet VLF,,,,,Operational
002184,Type de capteur de détection de la foudre,7-13,En réserve,,,,,Operational
002184,Type de capteur de détection de la foudre,14,Autre,,,,,Operational
002184,Type de capteur de détection de la foudre,15,Valeur manquante,,,,,Operational
002185,Méthode de mesure de l'évaporation,0,Mesure manuelle,,,,,Operational
002185,Méthode de mesure de l'évaporation,1,Instrument à flotteur équilibré,,,,,Operational
002185,Méthode de mesure de l'évaporation,2,Instrument à capteur de pression,,,,,Operational
002185,Méthode de mesure de l'évaporation,3,Méthode ultrasonique,,,,,Operational
002185,Méthode de mesure de l'évaporation,4,Méthode hydraulique,,,,,Operational
002185,Méthode de mesure de l'évaporation,5-13,En réserve,,,,,Operational
002185,Méthode de mesure de l'évaporation,14,Autre,,,,,Operational
002185,Méthode de mesure de l'évaporation,15,Valeur manquante,,,,,Operational
002186,Détection des divers types de précipitations,1,Type de précipitation inconnu,,,,,Operational
002186,Détection des divers types de précipitations,2,Précipitation liquide ne se congelant pas,,,,,Operational
002186,Détection des divers types de précipitations,3,Précipitation liquide se congelant,,,,,Operational
002186,Détection des divers types de précipitations,4,Bruine,,,,,Operational
002186,Détection des divers types de précipitations,5,Pluie,,,,,Operational
002186,Détection des divers types de précipitations,6,Précipitation solide,,,,,Operational
002186,Détection des divers types de précipitations,7,Neige,,,,,Operational
002186,Détection des divers types de précipitations,8,Neige en grains,,,,,Operational
002186,Détection des divers types de précipitations,9,Neige roulée,,,,,Operational
002186,Détection des divers types de précipitations,10,Granules de glace,,,,,Operational
002186,Détection des divers types de précipitations,11,Cristaux de glace,,,,,Operational
002186,Détection des divers types de précipitations,12,Poudrin de glace,,,,,Operational
002186,Détection des divers types de précipitations,13,Grésil,,,,,Operational
002186,Détection des divers types de précipitations,14,Grêle,,,,,Operational
002186,Détection des divers types de précipitations,15,Verglas,,,,,Operational
002186,Détection des divers types de précipitations,16,Givre,,,,,Operational
002186,Détection des divers types de précipitations,17,Givre mou,,,,,Operational
002186,Détection des divers types de précipitations,18,Givre dur,,,,,Operational
002186,Détection des divers types de précipitations,19,Givre transparent,,,,,Operational
002186,Détection des divers types de précipitations,20,Neige mouillée,,,,,Operational
002186,Détection des divers types de précipitations,21,Gelée blanche,,,,,Operational
002186,Détection des divers types de précipitations,22,Rosée,,,,,Operational
002186,Détection des divers types de précipitations,23,Rosée blanche,,,,,Operational
002186,Détection des divers types de précipitations,24,Précipitations convectives,,,,,Operational
002186,Détection des divers types de précipitations,25-29,En réserve,,,,,Operational
002186,Détection des divers types de précipitations,30 bits mis à 1,Valeur manquante,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,1,Tourbillon de poussière/de sable,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,2,Grains,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,3,Tempête de sable,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,4,Tempête de poussière,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,5,Foudre - nuage à surface,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,6,Foudre - nuage à nuage,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,7,Foudre - distante,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,8,Orage,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,9,Nuage en entonnoir ne touchant pas la surface,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,10,Nuage en entonnoir touchant la surface,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,11,Embruns,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,12-17,En réserve,,,,,Operational
002187,Détection d'autres phénomènes météorologiques,18 bits mis à 1,Valeur manquante,,,,,Operational
002188,Détection d'un obscurcissement,1,Brouillard,,,,,Operational
002188,Détection d'un obscurcissement,2,Brouillard glacé,,,,,Operational
002188,Détection d'un obscurcissement,3,Brouillard d'évaporation,,,,,Operational
002188,Détection d'un obscurcissement,4-6,En réserve,,,,,Operational
002188,Détection d'un obscurcissement,7,Brume,,,,,Operational
002188,Détection d'un obscurcissement,8,Brume sèche,,,,,Operational
002188,Détection d'un obscurcissement,9,Fumée,,,,,Operational
002188,Détection d'un obscurcissement,10,Cendre volcanique,,,,,Operational
002188,Détection d'un obscurcissement,11,Poussière,,,,,Operational
002188,Détection d'un obscurcissement,12,Sable,,,,,Operational
002188,Détection d'un obscurcissement,13,Neige,,,,,Operational
002188,Détection d'un obscurcissement,14-20,En réserve,,,,,Operational
002188,Détection d'un obscurcissement,21 bits mis à 1,Valeur manquante,,,,,Operational
002189,Distinction entre les différents types d'éclairs,1,Observation manuelle,,,,,Operational
002189,Distinction entre les différents types d'éclairs,2,Tous les éclairs sans différenciation,,,,,Operational
002189,Distinction entre les différents types d'éclairs,3,Éclairs de nuage à surface seulement,,,,,Operational
002189,Distinction entre les différents types d'éclairs,4,Tous les éclairs avec une différenciation entre nuage à surface et nuage à nuage,,,,,Operational
002189,Distinction entre les différents types d'éclairs,5-11,En réserve,,,,,Operational
002189,Distinction entre les différents types d'éclairs,12 bits mis à 1,Valeur manquante,,,,,Operational
002191,Calcul de la hauteur géopotentielle,0,"Altitude géopotentielle, basée sur la pression",,,,,Operational
002191,Calcul de la hauteur géopotentielle,1,"Altitude géopotentielle, basée sur l'altitude GPS",,,,,Operational
002191,Calcul de la hauteur géopotentielle,2,"Altitude géopotentielle, basée sur l'altitude radar",,,,,Operational
002191,Calcul de la hauteur géopotentielle,3-14,En réserve,,,,,Operational
002191,Calcul de la hauteur géopotentielle,15,Valeur manquante,,,,,Operational
